"X","Link","Keyword","description","Job_Title","City","State","keywordtag"
"469","http://jobview.monster.com/sr-data-engineer-job-seattle-wa-us-173244842.aspx?mescoid=1500127001001&jobposition=1","data engineer","sr. data engineer
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the sr. data engineer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
391544
company:
amazon
url
www.amazon.jobs
amazon hires people from all types of backgrounds, into positions based all over the world. we recruit the best and brightest.
sr. data engineer
the seller performance group in amazon is focused on continuously improving the experience of millions of buyers when they shop from an amazon marketplace seller. the goal is to make each buying experience from an amazon marketplace seller a delightful one. the analytics team within seller performance group supports this goal by using data to understand, quantify, monitor, predict and improve buyer experience as well as to mitigate fraud, financial and abuse risks across the seller lifecycle.
we are looking for an outstanding data engineer who is data-driven, uncompromisingly detail oriented, smart, efficient, and driven to help our business succeed. you have passion for technology. you are keen to leverage existing skills while trying new approaches. you are not tool-centric; you determine what technology works best for the problem at hand and apply it accordingly. you can explain complex concepts to your non-technical customers in simple terms.
we are moving from traditional database technologies to near real time data processing and advanced reporting services built around natural language processing and machine learning.
you will help us analyze large amounts of data, discover and solve real world problems and build metrics and business cases to help business teams to make decisions. you should be motivated self-starter that can work independently in a fast paced, ambiguous environment.
this position requires a bachelor's degree in computer science or a related technical field, and 5+ years of relevant employment experience.
3-6 years' experience developing etl/ elt solutions within a data warehouse environment
5+ years of experience in using sql, pl/sql, shell scripting
oracle and sql performance tuning
strong critical thinking and attention to detail
ability to work and communicate effectively with developers and business users
experience in big-data using hadoop, hive, and other open-source tools/technologies
java
experience in designing and building large data warehouse systems
good working knowledge of oracle environment
strong organizational and multitasking skills with ability to balance competing priorities
good work experience in bi reporting tools and databases in a business environment.
","sr-data-engineer","seattle","wa","natural language processing,machine learning,sql,sql,sql,hadoop,hive,java, bi "
"470","http://jobview.monster.com/sr-data-engineer-job-seattle-wa-us-173244842.aspx?mescoid=1500127001001&jobposition=2","data engineer","sr. data engineer
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the sr. data engineer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
391544
company:
amazon
url
www.amazon.jobs
amazon hires people from all types of backgrounds, into positions based all over the world. we recruit the best and brightest.
sr. data engineer
the seller performance group in amazon is focused on continuously improving the experience of millions of buyers when they shop from an amazon marketplace seller. the goal is to make each buying experience from an amazon marketplace seller a delightful one. the analytics team within seller performance group supports this goal by using data to understand, quantify, monitor, predict and improve buyer experience as well as to mitigate fraud, financial and abuse risks across the seller lifecycle.
we are looking for an outstanding data engineer who is data-driven, uncompromisingly detail oriented, smart, efficient, and driven to help our business succeed. you have passion for technology. you are keen to leverage existing skills while trying new approaches. you are not tool-centric; you determine what technology works best for the problem at hand and apply it accordingly. you can explain complex concepts to your non-technical customers in simple terms.
we are moving from traditional database technologies to near real time data processing and advanced reporting services built around natural language processing and machine learning.
you will help us analyze large amounts of data, discover and solve real world problems and build metrics and business cases to help business teams to make decisions. you should be motivated self-starter that can work independently in a fast paced, ambiguous environment.
this position requires a bachelor's degree in computer science or a related technical field, and 5+ years of relevant employment experience.
3-6 years' experience developing etl/ elt solutions within a data warehouse environment
5+ years of experience in using sql, pl/sql, shell scripting
oracle and sql performance tuning
strong critical thinking and attention to detail
ability to work and communicate effectively with developers and business users
experience in big-data using hadoop, hive, and other open-source tools/technologies
java
experience in designing and building large data warehouse systems
good working knowledge of oracle environment
strong organizational and multitasking skills with ability to balance competing priorities
good work experience in bi reporting tools and databases in a business environment.
","sr-data-engineer","seattle","wa","natural language processing,machine learning,sql,sql,sql,hadoop,hive,java, bi "
"474","http://jobview.monster.com/sr-member-of-technical-staff-big-data-analytics-radio-access-networks-job-redmond-wa-us-173853783.aspx?mescoid=1500127001001&jobposition=2","data engineer","sr member of technical staff b...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
by continuing you agree to monster's privacy policy , terms of use and use of cookies .
thank you for your interest in the sr member of technical staff big data analytics radio access networks.
to begin the application process, please enter your information below.
we will save a record of this application.
email
sr member of technical staff big data analytics radio access networks
redmond, wa
at&t labs advanced technologies goes beyond today's current solutions to invent disruptive technologies that will drive future innovations. our research programs are at the tip of the spear in creating advanced technologies in data analytics, cloud services, intelligent systems, and networking and service quality management. at&t labs draws on a rich heritage of innovation, including eight nobel prizes, and a strong culture that encourages openness, teamwork and collaboration across at&t and within the industry.
we are looking for a senior member of technical staff to work in our wireless network architecture and design/access architecture and devices group. read below to learn about the exciting career opportunity we have waiting for you!
in this role, the senior member of technical staff, will be recognized by the company as a technical leader within a specific area and may lead projects of small to medium size and technical breath. come to work every day and get involved in designing and developing new and emerging technology. some duties of the job include:
perform lab/field testing to troubleshoot/optimize the wireless network, lte, lte-a, and future 5g
design of real-time analytics for radio access network
create prototypes of ran control algorithms on an open programmable platform
big data analytics of end-to-end service and quality management- create service kpis and drilldown methodologies for the virtualized or hybrid platform
develop solutions for efficient network monitoring and troubleshooting in the virtual environment
drive nfv/sdn implementation in the access network
education: ph.d in electrical engineering, computer science, computer engineering, or mathematics.
qualifications:
. solid background of wireless network, ran technologies and industry specs
. experience in network modeling, simulation and statistical analysis
. working knowledge of machine learning, big data and real-time analytics
. hands-on sw architecture and development. advanced skills in c, c++, java, perl, python, etc
. operating systems knowledge with advanced concepts such as virtualization, containers, micro services
. familiar with open source development, openstack, openflow, docker, etc
location:
company: at&t reference code: 1642222-2
© 2014 at&t intellectual property. all rights reserved. at&t and the at&t logo are trademarks of at&t intellectual property.
discrimination and all unlawful harassment (including sexual harassment) in employment is not tolerated. we encourage success based on our individual merits and abilities without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability, marital status, citizenship status, military status, protected veteran status or employment status. we support and obey laws that prohibit discrimination everywhere we do business. at&t fully considers all qualified applicants including those with a criminal history. click here to learn more or request an application accommodation here .
","sr-member-of-technical-staff-big-data-analytics-radio-access-networks","redmond","wa","big data,big data,big data,math,simulation,machine learning,big data,java,python"
"475","http://jobview.monster.com/sr-member-of-technical-staff-big-data-analytics-radio-access-networks-job-schaumburg-il-us-173853777.aspx?mescoid=1500127001001&jobposition=1","data engineer","sr member of technical staff b...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
by continuing you agree to monster's privacy policy , terms of use and use of cookies .
thank you for your interest in the sr member of technical staff big data analytics radio access networks.
to begin the application process, please enter your information below.
we will save a record of this application.
email
sr member of technical staff big data analytics radio access networks
schaumburg, il
at&t labs advanced technologies goes beyond today's current solutions to invent disruptive technologies that will drive future innovations. our research programs are at the tip of the spear in creating advanced technologies in data analytics, cloud services, intelligent systems, and networking and service quality management. at&t labs draws on a rich heritage of innovation, including eight nobel prizes, and a strong culture that encourages openness, teamwork and collaboration across at&t and within the industry.
we are looking for a senior member of technical staff to work in our wireless network architecture and design/access architecture and devices group. read below to learn about the exciting career opportunity we have waiting for you!
in this role, the senior member of technical staff, will be recognized by the company as a technical leader within a specific area and may lead projects of small to medium size and technical breath. come to work every day and get involved in designing and developing new and emerging technology. some duties of the job include:
perform lab/field testing to troubleshoot/optimize the wireless network, lte, lte-a, and future 5g
design of real-time analytics for radio access network
create prototypes of ran control algorithms on an open programmable platform
big data analytics of end-to-end service and quality management- create service kpis and drilldown methodologies for the virtualized or hybrid platform
develop solutions for efficient network monitoring and troubleshooting in the virtual environment
drive nfv/sdn implementation in the access network
education: ph.d in electrical engineering, computer science, computer engineering, or mathematics.
qualifications:
. solid background of wireless network, ran technologies and industry specs
. experience in network modeling, simulation and statistical analysis
. working knowledge of machine learning, big data and real-time analytics
. hands-on sw architecture and development. advanced skills in c, c++, java, perl, python, etc
. operating systems knowledge with advanced concepts such as virtualization, containers, micro services
. familiar with open source development, openstack, openflow, docker, etc
location:
company: at&t reference code: 1642222-3
© 2014 at&t intellectual property. all rights reserved. at&t and the at&t logo are trademarks of at&t intellectual property.
discrimination and all unlawful harassment (including sexual harassment) in employment is not tolerated. we encourage success based on our individual merits and abilities without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability, marital status, citizenship status, military status, protected veteran status or employment status. we support and obey laws that prohibit discrimination everywhere we do business. at&t fully considers all qualified applicants including those with a criminal history. click here to learn more or request an application accommodation here .
","sr-member-of-technical-staff-big-data-analytics-radio-access-networks","schaumburg","il","big data,big data,big data,math,simulation,machine learning,big data,java,python"
"479","http://jobview.monster.com/talend-big-data-developer-job-deerfield-il-us-171917475.aspx?mescoid=1500127001001&jobposition=1","data engineer","talend big data developer
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
talend big data developer
email address
thank you for your interest in the talend big data developer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
programming   experience using talend on the following component: data integration, data   mapper, big data and data quality.
programming experience or working knowledge of ab initio and data stage   tools
programming experience using talend to parse complex xml files, array data   structures
experience tuning talend jobs in  big   data platform
hands-on experience in hive, pig
ability to develop dynamic, highly configurable talend jobs
demonstrated experience in at least 2 real world it projects in big data,   data warehouse using talend
strong communication skills
 
","talend-big-data-developer","deerfield","il","big data,big data,big data,big data,hive,pig,big data,communication"
"480","http://jobview.monster.com/technical-recruiter-dallas-tx-job-addison-tx-us-174247532.aspx?mescoid=1300081001001&jobposition=2","data engineer","technical recruiter - dallas, ...
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the technical recruiter - dallas, tx.
to begin the application process, please enter your information below.
we will save a record of this application.
email
manages the order management process from receiving to completing a technical and professional assignment.
asks the appropriate questions when taking job orders.
comprehend technical/professional job orders.
perform credit checks.
conducts candidate reference checks.
uses candidate reference checks to develop additional business opportunities.
uses recruiting tools such as techbase and field powerbase to fill assignment order rapidly with qualified contract employees.
enter skill code information accurately while maintaining and updating the existing computer database.
interview candidates to evaluate their technical qualifications for assignments.
communicate effectively with technical buying influences.
troubleshoot to resolve problems or complaints of customers and contract employees.
use personal computer workstations effectively to perform day-today responsibilities.
administer or coordinate service quality training and quality performance programs.
build professional relationships with customers, contract employees and staff.
make key skill sales calls to acquire new business.
the technical recruiter is responsible for:
delivering high quality service to customers and temporary employees by matching skills of temporaries to customer needs
developing and retaining business by providing outstanding customer service and
performing a variety of administrative tasks that support the overall mission of quality performance and service.
associate degree in a technical field (i.e. electronics, computer science, laboratory science).  bs degree is preferred. previous recruiting experience in the technical services industry is preferred. one to three years prior work experience in a technical environment such as computer operations, electronics, manufacturing or laboratory science, and/or formal technical training is required.
ability to communicate effectively with others. ability to advise, counsel, guide, and negotiate with others (e.g., staff, temporaries). ability to develop (i.e. through teaching, training, etc.) the professional skills of employees. ability to effectively and tactfully deal with people. ability to analyze and evaluate people, data, and things (e.g. work related materials and equipment) to determine courses of action. ability to influence the opinions or decisions of others (e.g. customers, temporaries, staff). ability to shift back and forth between two or more tasks. ability to understand and accurately apply basic math skills. ability to make competent use of work related equipment and materials. ability to access areas where needed people, information, or equipment are located. must be capable of producing results within an unstructured environment and have the flexibility to identify and respond to changes in priorities. business development skills are necessary as well as a keen awareness of the business community. personal computer knowledge is essential.
we offer all of the advantages you would expect from an industry leader including a competitive salary and comprehensive benefits package including medical, dental, vision, and life insurance, holiday and vacation pay, 401k, stock purchase plan, and much more.
manpower is an equal opportunity employer
additional information:
manpowergroup is the world leader in innovative workforce solutions, helping organizations and job seekers succeed by connecting the potential of people with the ambitions of business.
manpowergroup is an equal opportunity employer (eoe/aa)
©
manpowergroup - all rights reserved.
","technical-recruiter-dallas-tx","addison","tx","hbase,math,structured"
"481","http://jobview.monster.com/technical-sales-manager-job-cork-cork-ie-171913184.aspx?jobposition=23","data engineer","technical sales manager
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the technical sales manager.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
technical sales manager
about the job
prosys containment & sampling technology specialises in the design and manufacture of sampling and containment equipment to meet the changing requirements of the pharmaceutical industry.  our products include both standard and custom engineered containment solutions.  due to continued growth we are now recruiting for the following position:
technical sales manager
the role is to develop sales and marketing strategies to drive sales growth of our sampling products in the chemical and petrochemical market. the technical sales manager will report to the division manager and to the directors of the company.
 
essential duties & responsibilities of technical sales manager;
-       develop sales strategies to drive sales growth in the assigned area.
-       maintain relationships with existing customers for repeat business.
-       responsible for new business development via prospecting, qualifying, selling and closing new projects with new customer accounts.
-       manage customer relationship through all phases of the sales cycle
-       provide a consultative solutions sales process to prospects
-       conducts one-on-one and group sales presentations
-       responsible for tracking customer information, forecasts and reports
-       develop and maintain prospect and customer list based on strategic marketing data and other sources for sales leads in our crm system
-       conduct market research to understand competitors and market trends in the assigned market
key skills and qualifications required;
-       excellent communication.
-       must be able to demonstrate sales record (5+ years) at a high level of achievement in the chemical and petrochemical industry.
-       solutions-selling experience in any one or all of the following areas: machinery, process systems, or other technical products
-       bachelor's degree (or equivalent work experience) technical, business, marketing and sales or related field of study
-       analytical skill set, strong presentation skills, ability to interact with any level within an organization
-       ability to self-motivate and multi-task and work independently or within a team
-       outstanding written and verbal communication skills
-       well-developed interpersonal skills and professional demeanor
-       must have a full and clean driving license.
 
 
",NA,NA,NA,"excel,communication,communication"
"482","http://jobview.monster.com/technical-sales-manager-job-cork-cork-ie-171913185.aspx?jobposition=23","data engineer","technical sales manager
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the technical sales manager.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
technical sales manager
about the job
prosys containment & sampling technology specialises in the design and manufacture of sampling and containment equipment to meet the changing requirements of the pharmaceutical industry.  our products include both standard and custom engineered containment solutions.  due to continued growth we are now recruiting for the following position:
technical sales manager
the role is to develop sales and marketing strategies to drive sales growth of our sampling products in the chemical and petrochemical market. the technical sales manager will report to the division manager and to the directors of the company.
 
essential duties & responsibilities of technical sales manager;
-       develop sales strategies to drive sales growth in the assigned area.
-       maintain relationships with existing customers for repeat business.
-       responsible for new business development via prospecting, qualifying, selling and closing new projects with new customer accounts.
-       manage customer relationship through all phases of the sales cycle
-       provide a consultative solutions sales process to prospects
-       conducts one-on-one and group sales presentations
-       responsible for tracking customer information, forecasts and reports
-       develop and maintain prospect and customer list based on strategic marketing data and other sources for sales leads in our crm system
-       conduct market research to understand competitors and market trends in the assigned market
key skills and qualifications required;
-       excellent communication.
-       must be able to demonstrate sales record (5+ years) at a high level of achievement in the chemical and petrochemical industry.
-       solutions-selling experience in any one or all of the following areas: machinery, process systems, or other technical products
-       bachelor's degree (or equivalent work experience) technical, business, marketing and sales or related field of study
-       analytical skill set, strong presentation skills, ability to interact with any level within an organization
-       ability to self-motivate and multi-task and work independently or within a team
-       outstanding written and verbal communication skills
-       well-developed interpersonal skills and professional demeanor
-       must have a full and clean driving license.
 
 
",NA,NA,NA,"excel,communication,communication"
"483","http://jobview.monster.com/teradata-developer-with-big-data-job-sunnyvale-ca-us-172804549.aspx?mescoid=1500143001001&jobposition=2","data engineer","teradata developer with big da...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the teradata developer with big data.
to begin the application process, please enter your information below.
we will save a record of this application.
email
sunnyvale, ca 94085
 
analyze, assimilate and integrate multi-technology data systems by building a unified back-end platform and a web enabled front-end
instill best practices for software development and documentation, assure designs meet requirements, and deliver high-quality work on tight schedules
involved in all phases of software development from review of functional specification through assisting with test plans and final qa cycle.  actively participates in monitoring and troubleshooting of production platform related issues
 
bachelor's degree in computer engineering or equivalent is desired
8+ years of post-college working experience with full life cycle of etl development in data warehouse and data integration projects using using informatica or any other similar etl tool and big data
6+ years linux/unix/perl experience, including scripting and version control with working knowledge of oracle database
5+ years of unix development experience is required
2+ years of hadoop using map reduce or hive or pig or any other bid data eco-system tool.
expertise in shell scripting, system/process automation is required
expertise in data research/analysis with a focus on data quality and consistency is required
technical skills
pl1
the associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels.
pl2
the associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects.
pl3
the associate has comprehensive, in-depth and specialized knowledge of the skill. she / he has extensively demonstrated successful application of the skill in engagements or projects.
pl4
 
about cognizant
cognizant (nasdaq: ctsh) is a leading provider of information technology, consulting, and business process services, dedicated to helping the world's leading companies build stronger businesses. headquartered in teaneck, new jersey (u.s.), cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise, and a global, collaborative workforce that embodies the future of work. with over 100 development and delivery centers worldwide and approximately 233,000 employees as of march 31, 2016, cognizant is a member of the nasdaq-100, the s&p 500, the forbes global 2000, and the fortune 500 and is ranked among the top performing and fastest growing companies in the world. visit us online at www.cognizant.com or follow us on twitter: usjobscognizant.
company:
cognizant
location:
about cognizant
headquartered in teaneck, new jersey (u.s.), cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise and a global, collaborative workforce that embodies the future of work. with over 50 delivery centers worldwide and approximately 199,700 employees as of september 30, 2014, cognizant is a member of the nasdaq-100, the s&p 500, the forbes global 2000 and the fortune 500 and is ranked among the top performing and fastest growing companies in the world.
follow us on:
 
","teradata-developer-with-big-data","sunnyvale","ca","big data,big data,hadoop,hive,pig"
"484","http://jobview.monster.com/teradata-developer-with-big-data-job-sunnyvale-ca-us-172804549.aspx?mescoid=1500143001001&jobposition=2","data engineer","teradata developer with big da...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the teradata developer with big data.
to begin the application process, please enter your information below.
we will save a record of this application.
email
sunnyvale, ca 94085
 
analyze, assimilate and integrate multi-technology data systems by building a unified back-end platform and a web enabled front-end
instill best practices for software development and documentation, assure designs meet requirements, and deliver high-quality work on tight schedules
involved in all phases of software development from review of functional specification through assisting with test plans and final qa cycle.  actively participates in monitoring and troubleshooting of production platform related issues
 
bachelor's degree in computer engineering or equivalent is desired
8+ years of post-college working experience with full life cycle of etl development in data warehouse and data integration projects using using informatica or any other similar etl tool and big data
6+ years linux/unix/perl experience, including scripting and version control with working knowledge of oracle database
5+ years of unix development experience is required
2+ years of hadoop using map reduce or hive or pig or any other bid data eco-system tool.
expertise in shell scripting, system/process automation is required
expertise in data research/analysis with a focus on data quality and consistency is required
technical skills
pl1
the associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels.
pl2
the associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects.
pl3
the associate has comprehensive, in-depth and specialized knowledge of the skill. she / he has extensively demonstrated successful application of the skill in engagements or projects.
pl4
 
about cognizant
cognizant (nasdaq: ctsh) is a leading provider of information technology, consulting, and business process services, dedicated to helping the world's leading companies build stronger businesses. headquartered in teaneck, new jersey (u.s.), cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise, and a global, collaborative workforce that embodies the future of work. with over 100 development and delivery centers worldwide and approximately 233,000 employees as of march 31, 2016, cognizant is a member of the nasdaq-100, the s&p 500, the forbes global 2000, and the fortune 500 and is ranked among the top performing and fastest growing companies in the world. visit us online at www.cognizant.com or follow us on twitter: usjobscognizant.
company:
cognizant
location:
about cognizant
headquartered in teaneck, new jersey (u.s.), cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise and a global, collaborative workforce that embodies the future of work. with over 50 delivery centers worldwide and approximately 199,700 employees as of september 30, 2014, cognizant is a member of the nasdaq-100, the s&p 500, the forbes global 2000 and the fortune 500 and is ranked among the top performing and fastest growing companies in the world.
follow us on:
 
","teradata-developer-with-big-data","sunnyvale","ca","big data,big data,hadoop,hive,pig"
"490","http://jobview.monster.com/voice-data-network-support-engineer-job-job-mo-mo-us-172930815.aspx?mescoid=1500133001001&jobposition=1","data engineer","voice and data network support...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
by continuing you agree to monster's privacy policy , terms of use and use of cookies .
thank you for your interest in the voice and data network support engineer job.
to begin the application process, please enter your information below.
we will save a record of this application.
email
366198100
at yoh, we focus on helping you easily navigate your career options. the truth is, we take the time to get to know you and your professional aspirations. want access to those great opportunities that will augment your career path?  we've got that too!  yoh covers the diverse talent and workforce management needs in the aviation & defense, engineering, federal services, health care, it, life sciences, media & entertainment and telecom industries. you can be confident that we have the right job match for you.  you need a career.  yoh has it!
voice and data network support engineer job
voice and data network support engineer needed for a long-term contract opportunity with yoh's client located in st. louis, mo.
what you'll be doing:
- establishing network protocols, and transmission and protection standards; tracking and understanding emerging telecommunications network concepts, practices, equipment, regulations, and standards
- managing network performance by conducting capacity planning, network modeling, traffic analysis, forecasting, and provisioning; answering technical inquiries; advising on upgrade and expansion strategies.
- maintaining and upgrading service by implementing and monitoring network management tools; creating schedules for testing and maintenance; performing remote access administration and connectivity; leading troubleshooting efforts; providing second-level support; writing networking environment policies and procedures; enforcing compliance to standards; training operators; preparing disaster recovery plans; evaluating new software and hardware; implementing upgrades; updating maps.
- must possess the ability to comprehend and learn new advanced technologies including bmc bladelogic server, cisco ace load balancer and remedy under time constrained conditions.
what you bring to the table:
- knowledge of network transmission principles, ip networks, wireless, routing and quality of service fundamentals are mandatory.
- a thorough knowledge of wan technologies, circuit fundamentals, customer applications and troubleshooting techniques is also essential.
- advanced understanding of cisco equipment including content switching modules, ssl modules, waas, catalyst 6500 and 4500, vpn concentrators preferred.
- knowledge of multicast environments to support multiple technologies such as video, prepositioned content, etc.
- knowledge of advanced web environments that include multi-tier implementations, load balancing and ssl termination.
bonus technical skills preferred:
- tcp/ip, ieee 802.3/.5/.11, vlan and mpls fundamentals.
- eigrp, ospf and bgp routing protocols.
- voip including cisco communications manager (callmanager) and/or cisco unity.
- qos in a campus and wan environment.
- cisco waas environment.
- 5+ years experience supporting wans, complex routed/switched lan environments.
what's in it for you?
we welcome you to be a part of one of the largest and legendary global staffing companies to meet your career aspirations. yoh's network of client companies has been employing professionals like you for over 65 years in the u.s., uk and canada. join yoh's extensive talent community that will provide you with access to yoh's vast network of opportunities and gain access to this exclusive opportunity available to you.
- medical, dental & vision benefits
- 401k retirement saving plan
recruiter: jim jennings
phone number: 636-399-2667
yoh makes finding and applying for jobs simple. partner with yoh to find the right opportunities across multiple industries in the us and uk. find out more here !
yoh, a day & zimmermann company, is an equal opportunity employer, m/f/d/v. click here to contact us if you are an individual with a disability and require accommodation in the application process.
j2w: infotech ; j2w: eng; monjob
j2wbrstl
job segment: database, network, telecom, telecommunications, medical, technology, healthcare
yoh makes finding and applying for a job simple.  spend less time looking and more time finding by joining our talent community .  we'll keep you up to date on new opportunities that match your background as well as the news, trends and issues that shape today's hiring decisions.
","voice-data-network-support-engineer-job","mo","mo","communication,sas,dato,communication,communication"
"491","http://jobview.monster.com/voice-data-network-support-engineer-job-job-mo-mo-us-172930815.aspx?mescoid=1500133001001&jobposition=2","data engineer","voice and data network support...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
by continuing you agree to monster's privacy policy , terms of use and use of cookies .
thank you for your interest in the voice and data network support engineer job.
to begin the application process, please enter your information below.
we will save a record of this application.
email
366198100
at yoh, we focus on helping you easily navigate your career options. the truth is, we take the time to get to know you and your professional aspirations. want access to those great opportunities that will augment your career path?  we've got that too!  yoh covers the diverse talent and workforce management needs in the aviation & defense, engineering, federal services, health care, it, life sciences, media & entertainment and telecom industries. you can be confident that we have the right job match for you.  you need a career.  yoh has it!
voice and data network support engineer job
voice and data network support engineer needed for a long-term contract opportunity with yoh's client located in st. louis, mo.
what you'll be doing:
- establishing network protocols, and transmission and protection standards; tracking and understanding emerging telecommunications network concepts, practices, equipment, regulations, and standards
- managing network performance by conducting capacity planning, network modeling, traffic analysis, forecasting, and provisioning; answering technical inquiries; advising on upgrade and expansion strategies.
- maintaining and upgrading service by implementing and monitoring network management tools; creating schedules for testing and maintenance; performing remote access administration and connectivity; leading troubleshooting efforts; providing second-level support; writing networking environment policies and procedures; enforcing compliance to standards; training operators; preparing disaster recovery plans; evaluating new software and hardware; implementing upgrades; updating maps.
- must possess the ability to comprehend and learn new advanced technologies including bmc bladelogic server, cisco ace load balancer and remedy under time constrained conditions.
what you bring to the table:
- knowledge of network transmission principles, ip networks, wireless, routing and quality of service fundamentals are mandatory.
- a thorough knowledge of wan technologies, circuit fundamentals, customer applications and troubleshooting techniques is also essential.
- advanced understanding of cisco equipment including content switching modules, ssl modules, waas, catalyst 6500 and 4500, vpn concentrators preferred.
- knowledge of multicast environments to support multiple technologies such as video, prepositioned content, etc.
- knowledge of advanced web environments that include multi-tier implementations, load balancing and ssl termination.
bonus technical skills preferred:
- tcp/ip, ieee 802.3/.5/.11, vlan and mpls fundamentals.
- eigrp, ospf and bgp routing protocols.
- voip including cisco communications manager (callmanager) and/or cisco unity.
- qos in a campus and wan environment.
- cisco waas environment.
- 5+ years experience supporting wans, complex routed/switched lan environments.
what's in it for you?
we welcome you to be a part of one of the largest and legendary global staffing companies to meet your career aspirations. yoh's network of client companies has been employing professionals like you for over 65 years in the u.s., uk and canada. join yoh's extensive talent community that will provide you with access to yoh's vast network of opportunities and gain access to this exclusive opportunity available to you.
- medical, dental & vision benefits
- 401k retirement saving plan
recruiter: jim jennings
phone number: 636-399-2667
yoh makes finding and applying for jobs simple. partner with yoh to find the right opportunities across multiple industries in the us and uk. find out more here !
yoh, a day & zimmermann company, is an equal opportunity employer, m/f/d/v. click here to contact us if you are an individual with a disability and require accommodation in the application process.
j2w: infotech ; j2w: eng; monjob
j2wbrstl
job segment: database, network, telecom, telecommunications, medical, technology, healthcare
yoh makes finding and applying for a job simple.  spend less time looking and more time finding by joining our talent community .  we'll keep you up to date on new opportunities that match your background as well as the news, trends and issues that shape today's hiring decisions.
","voice-data-network-support-engineer-job","mo","mo","communication,sas,dato,communication,communication"
